STATE,Group,Population (18+),Total Citizen,Percent Citizen,CI Citizen,Total Registered,Percent Registered (18+),CI Registered,Total Voted,Percent Voted (18+),CI Voted,Year
US,Total,202609,186366,92,0.2,129549,63.9,0.3,110826,54.7,0.3,2004
